lineID|day|pid|adFlag|availability|competitorPrice|click|basket|order|price|revenue
112|1|2655|1|1|13.74|0|1|0|15.35|0
113|1|7616|0|1|13.16|1|0|0|18.50|0
114|1|597|0|1|2.88|0|0|1|3.54|3.54
115|1|4902|0|1|3.56|0|0|1|3.03|3.03
116|1|10057|1|1|5.38|0|0|1|5.78|5.78
117|1|10204|0|1|4.50|0|0|1|5.72|5.72
118|1|19205|0|1|3.87|0|0|1|3.05|3.05
119|1|19317|0|1||0|0|1|3.82|3.82
120|1|11241|1|1|9.55|0|1|0|9.85|0
121|1|6173|0|1|7.36|0|0|1|9.28|27.84
122|1|541|0|2|13.30|0|1|0|12.04|0
123|1|15031|0|1|8.17|1|0|0|5.09|0
124|1|17768|0|1|9.79|0|1|0|7.10|0
125|1|14187|0|1|7.95|1|0|0|7.65|0
126|1|512|0|1|2.77|0|0|1|3.03|3.03
127|1|4529|1|1|3.62|0|0|1|3.25|3.25
128|1|10965|0|1|1.36|0|0|1|1.44|8.64
129|1|13156|0|1|4.12|0|1|0|5.33|0
130|1|3851|1|1|2.74|1|0|0|3.03|0
131|1|13156|0|1|4.12|0|1|0|5.33|0
132|1|15925|1|1|3.01|1|0|0|3.80|0
133|1|3850|1|1|3.52|0|1|0|4.90|0
134|1|3190|1|1|11.98|1|0|0|14.25|0
135|1|2655|1|1|13.74|0|1|0|15.35|0
136|1|11718|0|1|13.14|1|0|0|14.03|0
137|1|18610|0|1|21.99|1|0|0|24.14|0
138|1|5306|0|1|6.48|0|1|0|7.10|0
139|1|12940|0|1|24.19|0|1|0|24.09|0
140|1|145|0|3|10.85|1|0|0|13.14|0
141|1|15235|0|2|6.22|1|0|0|6.77|0
142|1|13682|0|1|6.48|0|1|0|7.10|0
143|1|13680|0|1|6.37|0|1|0|7.10|0
144|1|19330|0|1|5.46|1|0|0|6.07|0
145|1|2655|1|1|13.74|0|1|0|15.35|0
146|1|19895|0|1|10.44|1|0|0|10.39|0
147|1|2803|1|1|1.31|0|0|1|1.38|1.38
148|1|16036|0|1|6.48|0|0|1|8.75|8.75
149|1|18833|0|1|7.80|0|0|1|7.65|7.65
150|1|21253|0|1|7.77|0|0|1|6.55|6.55
151|1|13156|0|1|4.12|0|1|0|5.33|0
152|1|2655|1|1|13.74|0|1|0|15.35|0
153|1|3254|0|1|1.08|0|0|1|1.30|5.2
154|1|14108|0|1|4.79|0|0|1|4.35|8.7
155|1|15356|0|1|3.29|0|0|1|3.80|7.6
156|1|3189|0|1|6.59|0|0|1|7.10|7.1
157|1|3826|0|1|12.51|0|0|1|13.14|13.14
158|1|5912|0|1|15.17|0|0|1|15.35|15.35
159|1|11863|1|1|39.37|0|0|1|46.15|46.15
160|1|12031|0|1|9.12|0|0|1|10.64|10.64
161|1|13075|0|2|11.79|0|0|1|14.18|14.18
162|1|17337|0|1|13.14|0|0|1|12.04|12.04
163|1|20910|0|1|8.71|0|0|1|10.08|10.08
164|1|8145|0|2|14.38|1|0|0|16.03|0
165|1|9763|0|1|18.54|1|0|0|18.64|0
166|1|2655|1|1|13.74|0|1|0|15.35|0
167|1|5592|0|1|7.80|1|0|0|10.08|0
168|1|20555|0|3||1|0|0|13.53|0
169|1|7686|0|1|1.97|1|0|0|1.65|0
170|1|4189|0|1|10.95|1|0|0|15.81|0
171|1|7454|1|1||1|0|0|4.35|0
172|1|15091|0|2|8.07|1|0|0|10.16|0
173|1|3749|0|1|8.90|1|0|0|12.69|0
174|1|13156|0|1|4.12|0|1|0|5.33|0
175|1|19767|1|1|15.79|0|0|1|15.35|30.7
176|1|19768|1|1|16.19|0|0|1|15.35|30.7
177|1|2655|1|1|13.74|0|1|0|15.35|0
178|1|1185|0|1|25.18|1|0|0|28.67|0
179|1|12512|0|1|4.27|1|0|0|3.58|0
180|1|1537|0|1|8.03|1|0|0|7.65|0
181|1|735|0|1|11.11|1|0|0|15.73|0
182|1|17299|0|1|12.08|1|0|0|14.19|0
183|1|2655|1|1|13.74|0|1|0|15.35|0
184|1|14696|1|1|17.37|1|0|0|18.64|0
185|1|19099|0|1|7.25|1|0|0|7.65|0
186|1|17298|0|1|7.46|1|0|0|8.65|0
187|1|2805|0|1|13.85|1|0|0|14.25|0
188|1|9115|0|1|14.01|1|0|0|13.14|0
189|1|16633|0|1|15.16|1|0|0|15.30|0
190|1|3826|0|1|12.51|1|0|0|13.14|0
191|1|8901|1|1|7.14|1|0|0|8.20|0
192|1|11718|0|1|13.14|1|0|0|14.03|0
193|1|6833|0|1|9.23|1|0|0|9.62|0
194|1|13156|0|1|4.12|0|1|0|5.33|0
195|1|6834|0|1|9.80|1|0|0|9.85|0
196|1|13156|0|1|4.12|0|1|0|5.33|0
197|1|2655|1|1|13.74|0|1|0|15.35|0
198|1|17181|1|1|32.54|0|1|0|38.45|0
199|1|12548|0|2|3.29|1|0|0|5.08|0
200|1|2655|1|1|13.74|0|1|0|15.35|0
201|1|8759|0|1|8.25|1|0|0|5.48|0
202|1|10444|1|1|12.09|1|0|0|14.25|0
203|1|11897|0|1|46.19|0|0|1|47.69|47.69
204|1|2655|1|1|13.74|0|1|0|15.35|0
205|1|2220|0|1|2.52|1|0|0|2.70|0
206|1|7494|1|1|13.74|1|0|0|13.14|0
207|1|7403|1|1|4.38|0|1|0|4.68|0
208|1|13156|0|1|4.12|0|1|0|5.33|0
209|1|9694|1|1|10.11|1|0|0|9.85|0
210|1|19982|0|3|19.32|0|1|0|22.33|0
211|1|2278|0|1||1|0|0|8.91|0
212|1|2655|1|1|13.74|0|1|0|15.35|0
213|1|10719|0|2|20.78|1|0|0|25.14|0
214|1|16716|0|2|13.79|1|0|0|15.94|0
215|1|1885|0|2|8.45|0|0|1|9.14|9.14
216|1|5041|0|1|3.37|0|0|1|1.97|1.97
217|1|5043|0|1|4.16|0|0|1|1.97|1.97
218|1|5424|0|1|1.42|0|0|1|1.97|1.97
219|1|6178|1|1|14.17|0|0|1|16.45|16.45
220|1|8114|0|2|7.57|0|0|1|7.00|14
221|1|15327|0|1|3.62|0|0|1|5.91|5.91
222|1|16385|0|1|2.33|0|0|1|2.15|2.15
223|1|8136|0|1|9.46|1|0|0|13.28|0
224|1|11242|1|1|21.33|1|0|0|23.05|0
225|1|1511|0|2|10.76|0|0|1|15.11|15.11
226|1|3542|0|1|7.39|0|0|1|9.04|9.04
227|1|7804|0|1|18.91|0|0|1|23.35|23.35
228|1|11699|0|1|14.93|0|0|1|17.26|17.26
229|1|13862|0|2|13.38|0|0|1|15.47|15.47
230|1|18621|1|1|47.40|0|0|1|49.45|49.45
231|1|20372|0|1|31.83|0|0|1|31.85|31.85
232|1|2658|0|1|6.77|1|0|0|9.11|0
233|1|15403|0|1|10.99|1|0|0|14.19|0
234|1|14535|1|1|12.01|0|1|0|15.35|0
235|1|2655|1|1|13.74|0|1|0|15.35|0
236|1|14560|0|1|10.84|0|1|0|12.04|0
237|1|14286|1|1|24.85|1|0|0|28.55|0
238|1|13156|0|1|4.12|0|1|0|5.33|0
239|1|13156|0|1|4.12|0|1|0|5.33|0
240|1|13156|0|1|4.12|0|1|0|5.33|0
241|1|6803|0|1|17.56|1|0|0|17.63|0
242|1|7739|0|1|8.60|1|0|0|9.54|0
243|1|16083|0|2|12.63|1|0|0|14.89|0
244|1|15735|0|1|20.00|1|0|0|14.25|0
245|1|13435|0|1|17.56|1|0|0|20.30|0
246|1|2655|1|1|13.74|0|1|0|15.35|0
247|1|3850|1|1|3.52|0|0|1|4.90|4.9
248|1|7415|0|1|5.37|0|0|1|4.90|4.9
249|1|7603|1|1|5.16|0|0|1|6.55|19.65
250|1|11241|1|1|9.55|0|0|1|9.85|9.85
251|1|13114|0|1|3.93|0|0|1|4.35|4.35
252|1|19795|0|1|14.01|1|0|0|15.26|0
253|1|12054|0|1|12.09|1|0|0|16.23|0
254|1|13641|1|1|25.09|1|0|0|28.55|0
255|1|16082|0|2|7.74|0|1|0|9.47|0
256|1|4616|1|1|49.78|0|1|0|57.15|0
257|1|4081|0|2|15.39|1|0|0|17.77|0
258|1|5781|0|1|26.39|0|0|1|26.35|26.35
259|1|7413|1|1|4.16|0|0|1|4.90|4.9
260|1|13801|0|1|10.55|0|0|1|12.04|24.08
261|1|15652|0|1|5.47|0|0|1|5.23|5.23
262|1|20466|0|1|2.66|0|0|1|1.85|1.85
263|1|20468|0|1|2.13|0|0|1|1.85|1.85
264|1|20877|0|1|4.50|0|0|1|5.08|5.08
265|1|12781|0|1|15.61|1|0|0|18.26|0
266|1|3853|1|1|5.67|0|1|0|6.33|0
267|1|14409|0|2|1.14|1|0|0|1.28|0
268|1|9627|1|1|37.28|0|0|1|33.99|67.98
269|1|4080|0|1|21.96|1|0|0|32.46|0
270|1|38|1|1|7.14|0|0|1|6.55|6.55
271|1|11549|0|1|8.95|0|0|1|10.37|10.37
272|1|13125|0|1|7.00|0|0|1|8.54|8.54
273|1|13475|1|1|12.90|0|0|1|13.14|13.14
274|1|2655|1|1|13.74|0|1|0|15.35|0
275|1|6101|0|1|4.39|1|0|0|4.90|0
276|1|4815|1|1|17.59|0|1|0|18.64|0
277|1|2655|1|1|13.74|0|1|0|15.35|0
278|1|13156|0|1|4.12|0|1|0|5.33|0
279|1|14210|1|1|6.92|0|1|0|7.10|0
280|1|9439|0|1||0|0|1|11.28|22.56
281|1|11952|1|1|9.31|0|0|1|9.29|9.29
282|1|20100|1|1|13.85|0|0|1|14.25|14.25
283|1|3274|1|1|10.88|0|0|1|10.95|10.95
284|1|9626|1|1|15.82|0|0|1|18.64|18.64
285|1|18550|0|1|14.29|0|1|0|16.18|0
286|1|2655|1|1|13.74|0|1|0|15.35|0
287|1|17453|0|1|11.43|0|1|0|14.44|0
288|1|7548|0|1|13.73|0|1|0|16.79|0
289|1|16255|1|1|3.62|0|1|0|3.80|0
290|1|3623|0|1|29.66|1|0|0|28.55|0
291|1|14509|0|1|15.93|0|0|1|18.51|18.51
292|1|2655|1|1|13.74|0|1|0|15.35|0
293|1|6760|0|1|2.73|0|1|0|3.80|0
294|1|13156|0|1|4.12|0|1|0|5.33|0
295|1|1597|0|1|1.67|1|0|0|1.59|0
296|1|14715|0|1|10.00|0|0|1|8.20|49.2
297|1|2655|1|1|13.74|0|1|0|15.35|0
298|1|16624|0|1|3.49|1|0|0|3.80|0
299|1|20887|0|1|26.94|0|1|0|29.28|0
300|1|8496|1|1|6.26|1|0|0|6.55|0
301|1|2655|1|1|13.74|0|1|0|15.35|0
302|1|13156|0|1|4.12|0|1|0|5.33|0
303|1|3850|1|1|3.52|0|0|1|4.90|4.9
304|1|17344|0|1|7.12|0|0|1|8.53|25.59
305|1|11569|1|1|10.21|1|0|0|10.95|0
306|1|16641|1|1|14.91|1|0|0|18.64|0
307|1|12892|0|1|92.08|0|0|1|36.47|36.47
308|1|2655|1|1|13.74|0|1|0|15.35|0
309|1|3853|1|1|5.67|1|0|0|6.33|0
310|1|839|0|1|29.51|0|1|0|39.07|0
311|1|18568|1|1|14.84|0|1|0|16.45|0
312|1|512|0|1|2.77|1|0|0|3.03|0
313|1|13156|0|1|4.12|0|1|0|5.33|0
314|1|2655|1|1|13.74|0|1|0|15.35|0
315|1|21456|0|1|8.71|0|1|0|10.08|0
316|1|4069|1|1|4.17|0|1|0|4.35|0
317|1|2550|0|1|0.75|0|0|1|0.50|0.5
318|1|2553|0|1|0.66|0|0|1|0.50|1
319|1|3716|0|1|0.44|0|0|1|0.50|1
320|1|4864|0|1|0.55|0|0|1|0.50|1
321|1|5735|0|1|0.87|0|0|1|0.44|0.88
322|1|7402|0|1||0|0|1|0.50|2
323|1|14523|0|1|0.54|0|0|1|0.50|1
324|1|15456|0|1|0.44|0|0|1|0.50|1
325|1|16799|0|1|0.87|0|0|1|0.50|1
326|1|7403|1|1|4.38|0|1|0|4.68|0
327|1|2772|0|1|18.27|1|0|0|19.73|0
328|1|20530|0|1|61.38|1|0|0|70.71|0
329|1|4999|0|1|10.23|1|0|0|11.84|0
330|1|4070|1|1|8.22|0|1|0|8.75|0
331|1|8057|0|2|3.25|0|0|1|3.61|43.32
332|1|2655|1|1|13.74|0|1|0|15.35|0
333|1|6760|0|1|2.73|0|1|0|3.80|0
334|1|16576|1|1|5.05|0|1|0|5.45|0
335|1|19284|1|1|43.23|0|1|0|52.75|0
336|1|2655|1|1|13.74|0|1|0|15.35|0
337|1|3850|1|1|3.52|0|0|1|4.90|4.9
338|1|3854|1|1|7.92|0|0|1|9.85|9.85
339|1|12556|0|1|7.95|0|0|1|8.65|8.65
340|1|16640|1|1|12.75|0|0|1|14.25|28.5
341|1|13156|0|1|4.12|0|1|0|5.33|0
342|1|2426|1|1|2.41|0|0|1|2.09|2.09
343|1|2914|0|1|2.86|0|0|1|3.25|3.25
344|1|3248|0|1|12.09|0|0|1|13.33|13.33
345|1|3850|1|1|3.52|0|0|1|4.90|4.9
346|1|6169|0|1|2.60|0|0|1|3.00|3
347|1|7554|0|2|10.00|0|0|1|11.14|11.14
348|1|8238|0|1|5.28|0|0|1|3.25|3.25
349|1|11925|0|1|7.25|0|0|1|8.63|8.63
350|1|17698|0|1|12.97|0|0|1|10.95|10.95
351|1|6605|0|2|12.23|1|0|0|14.15|0
352|1|7722|0|1||1|0|0|6.04|0
353|1|15538|0|2|4.03|1|0|0|5.04|0
354|1|3231|0|1|5.49|1|0|0|6.73|0
355|1|2655|1|1|13.74|0|1|0|15.35|0
356|1|12310|1|1|24.19|1|0|0|26.35|0
357|1|6045|0|2|19.94|1|0|0|17.74|0
358|1|2655|1|1|13.74|0|1|0|15.35|0
359|1|3395|0|1|5.49|0|0|1|5.47|10.94
360|1|8374|0|1|46.88|0|0|1|31.85|31.85
361|1|18967|0|3|3.81|1|0|0|4.15|0
362|1|13156|0|1|4.12|0|1|0|5.33|0
363|1|959|0|1|5.15|1|0|0|6.61|0
364|1|12837|0|1|21.99|1|0|0|29.60|0
365|1|4117|1|1|12.09|0|1|0|10.95|0
366|1|1426|1|1|6.57|0|1|0|7.65|0
367|1|3969|1|1|18.13|0|1|0|20.85|0
368|1|4070|1|1|8.22|1|0|0|8.75|0
369|1|4051|0|1|3.73|0|1|0|3.25|0
370|1|7405|0|1|5.12|0|1|0|4.35|0
371|1|8645|0|1|1.94|0|1|0|1.59|0
372|1|8644|0|1|1.94|0|1|0|1.59|0
373|1|894|0|1|79.19|1|0|0|38.49|0
374|1|11169|0|1|2.48|0|1|0|1.93|0
375|1|18007|0|1|5.67|1|0|0|6.57|0
376|1|2655|1|1|13.74|0|1|0|15.35|0
377|1|4050|0|1|1.72|0|1|0|1.38|0
378|1|21258|0|1|18.80|1|0|0|14.79|0
379|1|8277|1|1|14.91|1|0|0|14.79|0
380|1|6593|0|1|3.28|0|1|0|2.15|0
381|1|3480|0|2|5.73|0|1|0|7.25|0
382|1|5290|1|1|7.89|1|0|0|7.10|0
383|1|2655|1|1|13.74|0|1|0|15.35|0
384|1|17409|0|1|3.91|0|1|0|4.27|0
385|1|20329|1|1|14.19|1|0|0|14.25|0
386|1|11863|1|1|39.37|1|0|0|46.15|0
387|1|13156|0|1|4.12|0|1|0|5.33|0
388|1|2655|1|1|13.74|0|1|0|15.35|0
389|1|3925|0|1|6.14|0|0|1|4.35|13.05
390|1|6162|0|1|8.78|1|0|0|10.95|0
391|1|2655|1|1|13.74|0|1|0|15.35|0
392|1|13156|0|1|4.12|0|1|0|5.33|0
393|1|2299|0|1|43.88|1|0|0|47.45|0
394|1|13156|0|1|4.12|0|1|0|5.33|0
395|1|5993|1|1|7.68|0|1|0|8.20|0
396|1|17226|1|1|22.66|1|0|0|25.19|0
397|1|5591|1|1|22.81|0|1|0|23.05|0
398|1|16144|0|1|5.37|1|0|0|5.45|0
399|1|2655|1|1|13.74|0|1|0|15.35|0
400|1|1553|0|1|9.01|0|1|0|10.95|0
401|1|2655|1|1|13.74|0|1|0|15.35|0
402|1|10537|0|1|0.90|1|0|0|0.95|0
403|1|3709|0|1|8.17|1|0|0|9.11|0
404|1|5994|0|1|4.38|0|1|0|4.35|0
405|1|20603|0|1|7.11|0|1|0|7.10|0
406|1|19274|0|3||1|0|0|10.12|0
407|1|18409|0|1|35.43|0|1|0|37.35|0
408|1|442|1|1|13.73|1|0|0|14.25|0
409|1|13156|0|1|4.12|0|1|0|5.33|0
410|1|2655|1|1|13.74|0|1|0|15.35|0
411|1|2498|0|1|6.50|0|0|1|4.68|23.4
412|1|14921|1|1|3.95|0|0|1|4.35|4.35
413|1|19385|0|1|5.27|0|0|1|6.30|6.3
414|1|3497|0|2|6.82|1|0|0|9.19|0
415|1|2655|1|1|13.74|0|1|0|15.35|0
416|1|11267|0|1|12.58|1|0|0|13.53|0
417|1|21761|0|1||1|0|0|9.05|0
418|1|13156|0|1|4.12|0|1|0|5.33|0
419|1|2655|1|1|13.74|0|1|0|15.35|0
420|1|2655|1|1|13.74|0|1|0|15.35|0
421|1|13156|0|1|4.12|0|1|0|5.33|0
422|1|2655|1|1|13.74|0|1|0|15.35|0
423|1|4964|1|1|3.29|0|0|1|2.09|4.18
424|1|5731|0|3|3.72|0|0|1|4.02|8.04
425|1|14064|0|1|13.73|0|0|1|15.95|15.95
426|1|2655|1|1|13.74|0|1|0|15.35|0
427|1|14772|0|1|7.36|1|0|0|7.52|0
428|1|11314|0|1|10.78|1|0|0|13.53|0
429|1|13156|0|1|4.12|0|1|0|5.33|0
430|1|17117|0|1|1.32|1|0|0|1.04|0
431|1|2655|1|1|13.74|0|1|0|15.35|0
432|1|2655|1|1|13.74|0|1|0|15.35|0
433|1|12276|0|1|9.89|1|0|0|9.29|0
434|1|15423|0|1|10.98|1|0|0|10.95|0
435|1|13156|0|1|4.12|0|1|0|5.33|0
436|1|6852|0|1|2.75|1|0|0|3.18|0
437|1|2655|1|1|13.74|0|1|0|15.35|0
438|1|21784|1|1|15.39|0|1|0|16.45|0
439|1|2655|1|1|13.74|0|1|0|15.35|0
440|1|11564|0|1|12.39|0|1|0|6.41|0
441|1|3897|0|1|16.24|1|0|0|14.25|0
442|1|16975|0|1|42.83|1|0|0|46.15|0
443|1|4370|0|1|6.58|0|1|0|6.55|0
444|1|4174|1|1|28.44|0|0|1|29.65|29.65
445|1|17366|0|1|3.94|0|0|1|6.46|6.46
446|1|15778|0|1|11.87|1|0|0|13.74|0
447|1|3853|1|1|5.67|0|0|1|6.33|6.33
448|1|13213|0|1|13.73|0|0|1|15.90|15.9
449|1|14211|1|1|10.47|0|0|1|13.14|13.14
450|1|15058|0|1|9.12|0|0|1|10.95|10.95
451|1|15217|1|1|4.46|0|0|1|4.90|4.9
452|1|13156|0|1|4.12|0|1|0|5.33|0
453|1|2655|1|1|13.74|0|1|0|15.35|0
454|1|10200|0|1|3.06|1|0|0|3.25|0
455|1|21850|0|1||1|0|0|2.42|0
456|1|2655|1|1|13.74|0|1|0|15.35|0
457|1|12530|0|1|4.49|1|0|0|5.60|0
458|1|13156|0|1|4.12|0|1|0|5.33|0
459|1|2655|1|1|13.74|0|1|0|15.35|0
460|1|16103|0|1|6.09|1|0|0|4.35|0
461|1|2655|1|1|13.74|0|1|0|15.35|0
462|1|3142|1|1|5.39|0|1|0|5.45|0
463|1|10894|0|1|5.38|1|0|0|5.45|0
464|1|20907|0|2||1|0|0|33.95|0
465|1|8042|0|2|14.73|1|0|0|17.09|0
466|1|3916|0|1|10.19|1|0|0|12.47|0
467|1|1959|0|1|7.01|1|0|0|7.10|0
468|1|4823|1|1|8.73|1|0|0|8.75|0
469|1|13156|0|1|4.12|0|1|0|5.33|0
470|1|6713|1|1|10.55|1|0|0|12.04|0
471|1|12847|0|1|10.66|1|0|0|15.21|0
472|1|2655|1|1|13.74|0|1|0|15.35|0
473|1|18793|1|1|14.06|1|0|0|15.35|0
474|1|16255|1|1|3.62|0|1|0|3.80|0
475|1|3968|1|1|21.54|1|0|0|24.14|0
476|1|2655|1|1|13.74|0|1|0|15.35|0
477|1|16577|1|1|8.02|1|0|0|8.75|0
478|1|8865|0|1|13.08|1|0|0|13.14|0
479|1|8101|1|1|9.56|1|0|0|9.85|0
480|1|9049|1|1|6.59|1|0|0|7.65|0
481|1|2373|0|2|7.49|1|0|0|9.35|0
482|1|10500|1|1|10.95|1|0|0|10.95|0
483|1|13156|0|1|4.12|0|1|0|5.33|0
484|1|9325|1|1|1.36|0|1|0|0.88|0
485|1|2655|1|1|13.74|0|1|0|15.35|0
486|1|2655|1|1|13.74|0|1|0|15.35|0
487|1|18891|0|2|4.02|1|0|0|4.22|0
488|1|1666|0|3|6.06|0|0|1|6.60|6.6
489|1|1975|0|1|7.01|0|0|1|7.62|7.62
490|1|2871|0|1|25.28|0|0|1|37.05|37.05
491|1|4834|0|1|4.94|0|0|1|6.06|6.06
492|1|19564|0|1|4.52|0|0|1|5.04|20.16
493|1|20745|0|2|3.65|1|0|0|3.74|0
494|1|8977|0|1|2.08|1|0|0|2.15|0
495|1|11849|0|1||1|0|0|10.08|0
496|1|1987|0|1|3.16|1|0|0|2.31|0
497|1|13156|0|1|4.12|0|1|0|5.33|0
498|1|2655|1|1|13.74|0|1|0|15.35|0
499|1|8547|0|2|12.79|1|0|0|13.82|0
500|1|21672|0|2||1|0|0|20.25|0
501|1|2655|1|1|13.74|0|1|0|15.35|0
502|1|3312|0|2|21.16|1|0|0|22.89|0
503|1|2019|0|1|19.76|1|0|0|23.54|0
504|1|2748|0|1||1|0|0|2.48|0
505|1|13156|0|1|4.12|0|1|0|5.33|0
506|1|20570|0|1|5.24|1|0|0|6.05|0
507|1|12157|0|1|3.62|1|0|0|5.54|0
508|1|2655|1|1|13.74|0|1|0|15.35|0
